### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	        0	        0	 (32 , 32 , 32) 
 0.657739	1.92293e-07	-4.9483e-08	 (32 , 32 , 32) 
 0.673084	3.8765e-07	-4.29155e-08	 (32 , 32 , 32) 
 0.688745	5.75984e-07	-3.53401e-08	 (32 , 32 , 32) 
 0.704726	7.60133e-07	-2.60438e-08	 (32 , 32 , 32) 
 0.721036	9.40575e-07	-1.44298e-08	 (32 , 32 , 32) 
  0.73768	1.11766e-06	-5.44823e-13	 (32 , 32 , 32) 
 0.754664	1.2917e-06	1.76571e-08	 (32 , 32 , 32) 
 0.771996	1.46302e-06	3.88852e-08	 (32 , 32 , 32) 
 0.789681	1.63193e-06	6.39658e-08	 (32 , 32 , 32) 
 0.807728	1.79871e-06	9.3131e-08	 (32 , 32 , 32) 
 0.826143	1.96368e-06	1.26571e-07	 (32 , 32 , 32) 
 0.844933	2.12711e-06	1.64444e-07	 (32 , 32 , 32) 
 0.864106	2.2893e-06	2.06878e-07	 (32 , 32 , 32) 
 0.883669	2.45051e-06	2.53981e-07	 (32 , 32 , 32) 
 0.903631	2.61103e-06	3.05845e-07	 (32 , 32 , 32) 
 0.923998	2.77113e-06	3.62549e-07	 (32 , 32 , 32) 
 0.944778	2.93107e-06	4.24163e-07	 (32 , 32 , 32) 
 0.965981	3.09113e-06	4.90753e-07	 (32 , 32 , 32) 
 0.987614	3.25157e-06	5.62382e-07	 (32 , 32 , 32) 
  1.00969	3.41265e-06	6.39115e-07	 (32 , 32 , 32) 
   1.0322	3.57464e-06	7.21016e-07	 (32 , 32 , 32) 
  1.05518	3.73781e-06	8.08158e-07	 (32 , 32 , 32) 
  1.07862	3.90242e-06	9.00616e-07	 (32 , 32 , 32) 
  1.10253	4.06875e-06	9.98476e-07	 (32 , 32 , 32) 
  1.12693	4.23706e-06	1.10183e-06	 (32 , 32 , 32) 
  1.15182	4.40763e-06	1.21078e-06	 (32 , 32 , 32) 
  1.17722	4.58075e-06	1.32545e-06	 (32 , 32 , 32) 
  1.20313	4.7567e-06	1.44596e-06	 (32 , 32 , 32) 
  1.22956	4.93578e-06	1.57245e-06	 (32 , 32 , 32) 
  1.25652	5.11828e-06	1.70508e-06	 (32 , 32 , 32) 
  1.28403	5.30452e-06	1.84401e-06	 (32 , 32 , 32) 
   1.3121	5.49482e-06	1.98944e-06	 (32 , 32 , 32) 
  1.34073	5.68951e-06	2.14156e-06	 (32 , 32 , 32) 
  1.36993	5.88893e-06	2.3006e-06	 (32 , 32 , 32) 
  1.39973	6.09343e-06	2.46679e-06	 (32 , 32 , 32) 
  1.43012	6.30338e-06	2.64039e-06	 (32 , 32 , 32) 
  1.46113	6.51918e-06	2.82167e-06	 (32 , 32 , 32) 
  1.49276	6.74122e-06	3.01094e-06	 (32 , 32 , 32) 
  1.52503	6.96993e-06	3.2085e-06	 (32 , 32 , 32) 
  1.55795	7.20574e-06	3.41471e-06	 (32 , 32 , 32) 
  1.59153	7.44912e-06	3.62993e-06	 (32 , 32 , 32) 
  1.62578	7.70055e-06	3.85455e-06	 (32 , 32 , 32) 
  1.66072	7.96055e-06	4.08898e-06	 (32 , 32 , 32) 
  1.69637	8.22966e-06	4.33366e-06	 (32 , 32 , 32) 
  1.73273	8.50844e-06	4.58906e-06	 (32 , 32 , 32) 
  1.76982	8.79751e-06	4.85568e-06	 (32 , 32 , 32) 
  1.80765	9.09748e-06	5.13406e-06	 (32 , 32 , 32) 
  1.84625	9.40905e-06	5.42474e-06	 (32 , 32 , 32) 
  1.88561	9.73291e-06	5.72832e-06	 (32 , 32 , 32) 
  1.92577	1.00698e-05	6.04544e-06	 (32 , 32 , 32) 
  1.96673	1.04206e-05	6.37674e-06	 (32 , 32 , 32) 
  2.00851	1.07861e-05	6.72292e-06	 (32 , 32 , 32) 
  2.05113	1.11672e-05	7.08473e-06	 (32 , 32 , 32) 
   2.0946	1.15649e-05	7.46293e-06	 (32 , 32 , 32) 
  2.13894	1.19801e-05	7.85833e-06	 (32 , 32 , 32) 
  2.18417	1.2414e-05	8.27178e-06	 (32 , 32 , 32) 
   2.2303	1.28678e-05	8.70416e-06	 (32 , 32 , 32) 
  2.27735	1.33426e-05	9.15639e-06	 (32 , 32 , 32) 
  2.32534	1.38397e-05	9.62944e-06	 (32 , 32 , 32) 
  2.37428	1.43606e-05	1.01243e-05	 (32 , 32 , 32) 
   2.4242	1.49067e-05	1.0642e-05	 (32 , 32 , 32) 
  2.47512	1.54796e-05	1.11835e-05	 (32 , 32 , 32) 
  2.52704	1.60808e-05	1.17499e-05	 (32 , 32 , 32) 
  2.57999	1.67122e-05	1.23423e-05	 (32 , 32 , 32) 
  2.63399	1.73757e-05	1.29618e-05	 (32 , 32 , 32) 
  2.68906	1.8073e-05	1.36093e-05	 (32 , 32 , 32) 
  2.74522	1.88064e-05	1.42858e-05	 (32 , 32 , 32) 
  2.80248	1.9578e-05	1.49924e-05	 (32 , 32 , 32) 
  2.86087	2.03899e-05	1.57298e-05	 (32 , 32 , 32) 
   2.9204	2.12447e-05	1.64988e-05	 (32 , 32 , 32) 
   2.9811	2.21446e-05	1.72999e-05	 (32 , 32 , 32) 
  3.04298	2.30923e-05	1.81336e-05	 (32 , 32 , 32) 
  3.10606	2.40903e-05	1.89998e-05	 (32 , 32 , 32) 
  3.17036	2.51413e-05	1.98984e-05	 (32 , 32 , 32) 
  3.23589	2.62478e-05	2.08287e-05	 (32 , 32 , 32) 
  3.30269	2.74125e-05	2.17896e-05	 (32 , 32 , 32) 
  3.37075	2.8638e-05	2.27795e-05	 (32 , 32 , 32) 
   3.4401	2.99267e-05	2.37961e-05	 (32 , 32 , 32) 
  3.51076	3.12808e-05	2.48363e-05	 (32 , 32 , 32) 
  3.58272	3.27024e-05	2.58961e-05	 (32 , 32 , 32) 
  3.65602	3.41931e-05	2.69706e-05	 (32 , 32 , 32) 
