### The result of the verage over time 
### d tau = 0.00164359
### number of kessence update = 10
### initial time = 0.0473643
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
0.0473643	        0	        0	-1.68051e-18
0.0490079	-3.08849e-12	-3.59e-11	-1.68051e-18
 0.050702	1.2415e-07	3.56682e-10	2.17433e-06
0.0524477	3.08595e-07	1.2812e-09	4.09948e-06
0.0542464	5.41245e-07	2.86488e-09	5.79883e-06
0.0560992	8.11635e-07	5.17561e-09	7.29389e-06
0.0580075	1.11074e-06	8.2401e-09	8.60443e-06
0.0599725	1.43079e-06	1.20567e-08	9.74859e-06
0.0619955	1.76518e-06	1.66049e-08	1.0743e-05
0.0640779	2.10828e-06	2.18517e-08	1.1603e-05
0.0662209	2.45534e-06	2.77569e-08	1.23426e-05
 0.068426	2.8024e-06	3.42769e-08	1.29746e-05
0.0706944	3.14617e-06	4.13668e-08	1.35107e-05
0.0730276	3.48397e-06	4.89827e-08	1.39616e-05
 0.075427	3.81363e-06	5.70834e-08	1.43372e-05
0.0778939	4.13346e-06	6.56303e-08	1.46464e-05
0.0804299	4.44214e-06	7.45893e-08	1.48972e-05
0.0830364	4.73871e-06	8.393e-08	1.50972e-05
0.0857147	5.0225e-06	9.36267e-08	1.52529e-05
0.0884666	5.29309e-06	1.03658e-07	1.53704e-05
0.0912933	5.55027e-06	1.14007e-07	1.54553e-05
0.0941966	5.79404e-06	1.24661e-07	1.55123e-05
0.0971778	6.02451e-06	1.35612e-07	1.5546e-05
 0.100239	6.24194e-06	1.46854e-07	1.55604e-05
 0.103381	6.44669e-06	1.58388e-07	1.55589e-05
 0.106606	6.63921e-06	1.70214e-07	1.55446e-05
 0.109915	6.81998e-06	1.82339e-07	1.55205e-05
  0.11331	6.98957e-06	1.94771e-07	1.54889e-05
 0.116793	7.14856e-06	2.07521e-07	1.54519e-05
 0.120366	7.29756e-06	2.20603e-07	1.54115e-05
 0.124029	7.43719e-06	2.34034e-07	1.53693e-05
 0.127786	7.56809e-06	2.4783e-07	1.53266e-05
 0.131638	7.69088e-06	2.62014e-07	1.52847e-05
 0.135586	7.80618e-06	2.76606e-07	1.52445e-05
 0.139632	7.91459e-06	2.91631e-07	1.52068e-05
 0.143778	8.0167e-06	3.07114e-07	1.51724e-05
 0.148027	8.11307e-06	3.23082e-07	1.51417e-05
  0.15238	8.20425e-06	3.39564e-07	1.51152e-05
 0.156839	8.29075e-06	3.56589e-07	1.50931e-05
 0.161405	8.37307e-06	3.74189e-07	1.50757e-05
 0.166082	8.45165e-06	3.92396e-07	1.50631e-05
 0.170871	8.52695e-06	4.11245e-07	1.50553e-05
 0.175774	8.59935e-06	4.30769e-07	1.50523e-05
 0.180794	8.66923e-06	4.51007e-07	1.50541e-05
 0.185931	8.73694e-06	4.71994e-07	1.50604e-05
  0.19119	8.80281e-06	4.93769e-07	1.50713e-05
 0.196571	8.86712e-06	5.16374e-07	1.50864e-05
 0.202078	8.93014e-06	5.39849e-07	1.51056e-05
 0.207712	8.99211e-06	5.64237e-07	1.51286e-05
 0.213476	9.05326e-06	5.89581e-07	1.51552e-05
 0.219372	9.11378e-06	6.15927e-07	1.51851e-05
