# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   4.736430e-02   2.499375e-04   5.211449e+01   0.000000e+00   3.119676e-01
      1   4.900790e-02   2.599810e-04   5.056185e+01   2.174329e-06   3.119676e-01
      2   5.070196e-02   2.704290e-04   4.906482e+01   4.099476e-06   3.119732e-01
      3   5.244771e-02   2.812980e-04   4.762119e+01   5.798826e-06   3.119782e-01
      4   5.424639e-02   2.926050e-04   4.622888e+01   7.293888e-06   3.119828e-01
      5   5.609923e-02   3.043676e-04   4.488586e+01   8.604426e-06   3.119868e-01
      6   5.800752e-02   3.166043e-04   4.359020e+01   9.748591e-06   3.119905e-01
      7   5.997252e-02   3.293341e-04   4.234002e+01   1.074304e-05   3.119939e-01
      8   6.199555e-02   3.425771e-04   4.113356e+01   1.160305e-05   3.119969e-01
      9   6.407791e-02   3.563540e-04   3.996907e+01   1.234263e-05   3.119996e-01
     10   6.622094e-02   3.706863e-04   3.884493e+01   1.297459e-05   3.120020e-01
     11   6.842599e-02   3.855964e-04   3.775954e+01   1.351068e-05   3.120042e-01
     12   7.069442e-02   4.011078e-04   3.671139e+01   1.396163e-05   3.120061e-01
     13   7.302762e-02   4.172448e-04   3.569901e+01   1.433722e-05   3.120079e-01
     14   7.542699e-02   4.340325e-04   3.472101e+01   1.464638e-05   3.120094e-01
     15   7.789394e-02   4.514973e-04   3.377604e+01   1.489724e-05   3.120108e-01
     16   8.042991e-02   4.696666e-04   3.286281e+01   1.509717e-05   3.120120e-01
     17   8.303635e-02   4.885689e-04   3.198008e+01   1.525288e-05   3.120131e-01
     18   8.571474e-02   5.082337e-04   3.112667e+01   1.537041e-05   3.120141e-01
     19   8.846656e-02   5.286919e-04   3.030144e+01   1.545525e-05   3.120149e-01
     20   9.129332e-02   5.499755e-04   2.950329e+01   1.551232e-05   3.120157e-01
     21   9.419655e-02   5.721179e-04   2.873117e+01   1.554604e-05   3.120163e-01
     22   9.717781e-02   5.951538e-04   2.798409e+01   1.556038e-05   3.120168e-01
     23   1.002387e-01   6.191194e-04   2.726106e+01   1.555886e-05   3.120173e-01
     24   1.033807e-01   6.440521e-04   2.656118e+01   1.554464e-05   3.120177e-01
     25   1.066055e-01   6.699911e-04   2.588355e+01   1.552050e-05   3.120180e-01
     26   1.099147e-01   6.969771e-04   2.522732e+01   1.548888e-05   3.120183e-01
     27   1.133101e-01   7.250523e-04   2.459168e+01   1.545193e-05   3.120185e-01
     28   1.167932e-01   7.542607e-04   2.397584e+01   1.541154e-05   3.120187e-01
     29   1.203657e-01   7.846483e-04   2.337905e+01   1.536931e-05   3.120188e-01
     30   1.240295e-01   8.162626e-04   2.280060e+01   1.532664e-05   3.120189e-01
     31   1.277862e-01   8.491532e-04   2.223980e+01   1.528470e-05   3.120189e-01
     32   1.316376e-01   8.833717e-04   2.169598e+01   1.524449e-05   3.120189e-01
     33   1.355856e-01   9.189717e-04   2.116852e+01   1.520684e-05   3.120189e-01
     34   1.396319e-01   9.560091e-04   2.065680e+01   1.517240e-05   3.120189e-01
     35   1.437785e-01   9.945420e-04   2.016025e+01   1.514171e-05   3.120188e-01
     36   1.480272e-01   1.034631e-03   1.967830e+01   1.511518e-05   3.120188e-01
     37   1.523799e-01   1.076338e-03   1.921043e+01   1.509311e-05   3.120187e-01
     38   1.568387e-01   1.119730e-03   1.875613e+01   1.507571e-05   3.120185e-01
     39   1.614055e-01   1.164874e-03   1.831489e+01   1.506308e-05   3.120184e-01
     40   1.660823e-01   1.211841e-03   1.788625e+01   1.505528e-05   3.120183e-01
     41   1.708712e-01   1.260705e-03   1.746976e+01   1.505230e-05   3.120181e-01
     42   1.757742e-01   1.311542e-03   1.706499e+01   1.505405e-05   3.120180e-01
     43   1.807935e-01   1.364433e-03   1.667153e+01   1.506042e-05   3.120178e-01
     44   1.859313e-01   1.419459e-03   1.628897e+01   1.507126e-05   3.120176e-01
     45   1.911898e-01   1.476708e-03   1.591693e+01   1.508638e-05   3.120174e-01
     46   1.965712e-01   1.536269e-03   1.555506e+01   1.510556e-05   3.120172e-01
     47   2.020778e-01   1.598235e-03   1.520300e+01   1.512857e-05   3.120170e-01
     48   2.077118e-01   1.662705e-03   1.486041e+01   1.515516e-05   3.120168e-01
     49   2.134758e-01   1.729778e-03   1.452697e+01   1.518507e-05   3.120165e-01
     50   2.193721e-01   1.799561e-03   1.420238e+01   1.521804e-05   3.120163e-01
