# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=5.98804
# for k=2.10937e-07 to 223.611 h/Mpc,
# number of wavenumbers equal to 873
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       2.109370519242e-07      -1.600377615996e+00      -1.200283211997e+00      -1.200283211997e+00      -1.200283131848e-01      -1.600377615996e+00      -1.188757650935e+00       5.999056198362e-01       5.986537770151e-01       2.425081121156e-11       2.425081366509e-11       2.425081366627e-11       2.425081366627e-11       2.425081109436e-11       2.425081365927e-11 
       2.158504070464e-07      -1.600377614821e+00      -1.200283211116e+00      -1.200283211116e+00      -1.200283135539e-01      -1.600377614821e+00      -1.188757650068e+00       5.999056212532e-01       5.986537784206e-01       2.539371696173e-11       2.539371936130e-11       2.539371936242e-11       2.539371936242e-11       2.539371684930e-11       2.539371935558e-11 
       2.208782089115e-07      -1.600377621233e+00      -1.200283215925e+00      -1.200283215925e+00      -1.200283135693e-01      -1.600377621233e+00      -1.188757654826e+00       5.999056208263e-01       5.986537780009e-01       2.659048578826e-11       2.659048846600e-11       2.659048846725e-11       2.659048846725e-11       2.659048566224e-11       2.659048845962e-11 
       2.260231233267e-07      -1.600377627283e+00      -1.200283220462e+00      -1.200283220462e+00      -1.200283136177e-01      -1.600377627283e+00      -1.188757659315e+00       5.999056205455e-01       5.986537777260e-01       2.784365661360e-11       2.784365956677e-11       2.784365956814e-11       2.784365956814e-11       2.784365647434e-11       2.784365955972e-11 
       2.312878781936e-07      -1.600377635162e+00      -1.200283226372e+00      -1.200283226372e+00      -1.200283135935e-01      -1.600377635162e+00      -1.188757665160e+00       5.999056198655e-01       5.986537770562e-01       2.915588744811e-11       2.915589078233e-11       2.915589078388e-11       2.915589078388e-11       2.915588728975e-11       2.915589077437e-11 
       2.366752649550e-07      -1.600377640309e+00      -1.200283230232e+00      -1.200283230232e+00      -1.200283137187e-01      -1.600377640309e+00      -1.188757668981e+00       5.999056199292e-01       5.986537771227e-01       3.052996199312e-11       3.052996558546e-11       3.052996558713e-11       3.052996558713e-11       3.052996182286e-11       3.052996557688e-11 
       2.421881400746e-07      -1.600377647204e+00      -1.200283235403e+00      -1.200283235403e+00      -1.200283137769e-01      -1.600377647204e+00      -1.188757674097e+00       5.999056196198e-01       5.986537768199e-01       3.196879456406e-11       3.196879851962e-11       3.196879852145e-11       3.196879852145e-11       3.196879437621e-11       3.196879851017e-11 
       2.478294265519e-07      -1.600377653129e+00      -1.200283239846e+00      -1.200283239846e+00      -1.200283139006e-01      -1.600377653129e+00      -1.188757678494e+00       5.999056196194e-01       5.986537768233e-01       3.347543729690e-11       3.347544157706e-11       3.347544157903e-11       3.347544157903e-11       3.347543709382e-11       3.347544156683e-11 
       2.536021154715e-07      -1.600377659086e+00      -1.200283244314e+00      -1.200283244314e+00      -1.200283140421e-01      -1.600377659086e+00      -1.188757682916e+00       5.999056196807e-01       5.986537768879e-01       3.505308591939e-11       3.505309053781e-11       3.505309053991e-11       3.505309053991e-11       3.505308570057e-11       3.505309052675e-11 
       2.595092675895e-07      -1.600377667548e+00      -1.200283250661e+00      -1.200283250661e+00      -1.200283140823e-01      -1.600377667548e+00      -1.188757689195e+00       5.999056191888e-01       5.986537764050e-01       3.670508664420e-11       3.670509177033e-11       3.670509177267e-11       3.670509177267e-11       3.670508640062e-11       3.670509175805e-11 
       2.655540149563e-07      -1.600377672871e+00      -1.200283254653e+00      -1.200283254653e+00      -1.200283142962e-01      -1.600377672871e+00      -1.188757693146e+00       5.999056195582e-01       5.986537767750e-01       3.843494402474e-11       3.843494947520e-11       3.843494947765e-11       3.843494947765e-11       3.843494376700e-11       3.843494946212e-11 
       2.717395625768e-07      -1.600377683547e+00      -1.200283262660e+00      -1.200283262660e+00      -1.200283142724e-01      -1.600377683547e+00      -1.188757701067e+00       5.999056186697e-01       5.986537758998e-01       4.024632662680e-11       4.024633278022e-11       4.024633278301e-11       4.024633278301e-11       4.024632633405e-11       4.024633276546e-11 
       2.780691901103e-07      -1.600377689313e+00      -1.200283266985e+00      -1.200283266985e+00      -1.200283145103e-01      -1.600377689313e+00      -1.188757705348e+00       5.999056190922e-01       5.986537763228e-01       4.214307749959e-11       4.214308403818e-11       4.214308404110e-11       4.214308404110e-11       4.214307718992e-11       4.214308402247e-11 
       2.845462536090e-07      -1.600377699538e+00      -1.200283274653e+00      -1.200283274653e+00      -1.200283145562e-01      -1.600377699538e+00      -1.188757712934e+00       5.999056184882e-01       5.986537757298e-01       4.412921908574e-11       4.412922635615e-11       4.412922635940e-11       4.412922635940e-11       4.412921874025e-11       4.412922633868e-11 
       2.911741872978e-07      -1.600377707288e+00      -1.200283280466e+00      -1.200283280466e+00      -1.200283147478e-01      -1.600377707288e+00      -1.188757718687e+00       5.999056185948e-01       5.986537758405e-01       4.620896488804e-11       4.620897272957e-11       4.620897273305e-11       4.620897273305e-11       4.620896451618e-11       4.620897271071e-11 
       2.979565053949e-07      -1.600377717824e+00      -1.200283288368e+00      -1.200283288368e+00      -1.200283148309e-01      -1.600377717824e+00      -1.188757726505e+00       5.999056181011e-01       5.986537753571e-01       4.838672581848e-11       4.838673448273e-11       4.838673448657e-11       4.838673448657e-11       4.838672540664e-11       4.838673446189e-11 
       3.048968039751e-07      -1.600377727350e+00      -1.200283295513e+00      -1.200283295513e+00      -1.200283149910e-01      -1.600377727350e+00      -1.188757733575e+00       5.999056179608e-01       5.986537752239e-01       5.066712157596e-11       5.066713101288e-11       5.066713101704e-11       5.066713101704e-11       5.066712112767e-11       5.066713099016e-11 
       3.119987628765e-07      -1.600377734020e+00      -1.200283300515e+00      -1.200283300515e+00      -1.200283153191e-01      -1.600377734020e+00      -1.188757738527e+00       5.999056186403e-01       5.986537759024e-01       5.305498941299e-11       5.305499939123e-11       5.305499939557e-11       5.305499939557e-11       5.305498894169e-11       5.305499936716e-11 
       3.192661476518e-07      -1.600377747118e+00      -1.200283310339e+00      -1.200283310339e+00      -1.200283153659e-01      -1.600377747118e+00      -1.188757748245e+00       5.999056178234e-01       5.986537750999e-01       5.555539326470e-11       5.555540440586e-11       5.555540441073e-11       5.555540441073e-11       5.555539273641e-11       5.555540437900e-11 
