# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=48.5198
# for k=2.10937e-07 to 223.611 h/Mpc,
# number of wavenumbers equal to 873
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       2.109370519242e-07      -1.572837557407e+00      -1.179628168055e+00      -1.179628168055e+00      -1.179627642861e-01      -1.572837557407e+00      -1.185204855719e+00       6.067906137597e-01       5.985248016125e-01       8.948841337654e-12       8.948841645417e-12       8.948841646278e-12       8.948841646278e-12       8.948841330402e-12       8.948841640219e-12 
       2.158504070464e-07      -1.572837552306e+00      -1.179628164229e+00      -1.179628164229e+00      -1.179627645377e-01      -1.572837552306e+00      -1.185204851875e+00       6.067906151816e-01       5.985248029641e-01       9.370587329849e-12       9.370587579197e-12       9.370587579921e-12       9.370587579921e-12       9.370587324541e-12       9.370587575012e-12 
       2.208782089115e-07      -1.572837554598e+00      -1.179628165949e+00      -1.179628165949e+00      -1.179627644818e-01      -1.572837554598e+00      -1.185204853602e+00       6.067906147620e-01       5.985248025676e-01       9.812209471625e-12       9.812209759985e-12       9.812209760795e-12       9.812209760795e-12       9.812209465238e-12       9.812209755120e-12 
       2.260231233267e-07      -1.572837556334e+00      -1.179628167251e+00      -1.179628167251e+00      -1.179627644510e-01      -1.572837556334e+00      -1.185204854910e+00       6.067906144888e-01       5.985248023105e-01       1.027464463266e-11       1.027464495494e-11       1.027464495582e-11       1.027464495582e-11       1.027464462538e-11       1.027464494948e-11 
       2.312878781936e-07      -1.572837559695e+00      -1.179628169772e+00      -1.179628169772e+00      -1.179627643546e-01      -1.572837559695e+00      -1.185204857443e+00       6.067906138169e-01       5.985248016759e-01       1.075887365845e-11       1.075887404249e-11       1.075887404352e-11       1.075887404352e-11       1.075887364928e-11       1.075887403597e-11 
       2.366752649550e-07      -1.572837560114e+00      -1.179628170086e+00      -1.179628170086e+00      -1.179627643830e-01      -1.572837560114e+00      -1.185204857759e+00       6.067906138885e-01       5.985248017463e-01       1.126592375345e-11       1.126592415608e-11       1.126592415714e-11       1.126592415714e-11       1.126592374387e-11       1.126592414922e-11 
       2.421881400746e-07      -1.572837562057e+00      -1.179628171543e+00      -1.179628171543e+00      -1.179627643500e-01      -1.572837562057e+00      -1.185204859222e+00       6.067906135875e-01       5.985248014633e-01       1.179687035110e-11       1.179687079869e-11       1.179687079985e-11       1.179687079985e-11       1.179687034022e-11       1.179687079105e-11 
       2.478294265519e-07      -1.572837562797e+00      -1.179628172098e+00      -1.179628172098e+00      -1.179627643695e-01      -1.572837562797e+00      -1.185204859780e+00       6.067906135957e-01       5.985248014745e-01       1.235283971646e-11       1.235284019123e-11       1.235284019245e-11       1.235284019245e-11       1.235283970481e-11       1.235284018311e-11 
       2.536021154715e-07      -1.572837563326e+00      -1.179628172494e+00      -1.179628172494e+00      -1.179627644003e-01      -1.572837563326e+00      -1.185204860178e+00       6.067906136660e-01       5.985248015448e-01       1.293501111602e-11       1.293501161522e-11       1.293501161650e-11       1.293501161650e-11       1.293501110367e-11       1.293501160669e-11 
       2.595092675895e-07      -1.572837566101e+00      -1.179628174576e+00      -1.179628174576e+00      -1.179627643394e-01      -1.572837566101e+00      -1.185204862270e+00       6.067906131842e-01       5.985248010902e-01       1.354461935450e-11       1.354461992185e-11       1.354461992327e-11       1.354461992327e-11       1.354461934022e-11       1.354461991212e-11 
       2.655540149563e-07      -1.572837565473e+00      -1.179628174105e+00      -1.179628174105e+00      -1.179627644235e-01      -1.572837565473e+00      -1.185204861797e+00       6.067906135630e-01       5.985248014523e-01       1.418295763012e-11       1.418295820095e-11       1.418295820235e-11       1.418295820235e-11       1.418295761594e-11       1.418295819114e-11 
       2.717395625768e-07      -1.572837569912e+00      -1.179628177434e+00      -1.179628177434e+00      -1.179627642984e-01      -1.572837569912e+00      -1.185204865141e+00       6.067906126858e-01       5.985248006229e-01       1.485137972706e-11       1.485138040836e-11       1.485138041000e-11       1.485138041000e-11       1.485137970961e-11       1.485138039662e-11 
       2.780691901103e-07      -1.572837569154e+00      -1.179628176865e+00      -1.179628176865e+00      -1.179627643936e-01      -1.572837569154e+00      -1.185204864570e+00       6.067906131186e-01       5.985248010374e-01       1.555130372921e-11       1.555130441393e-11       1.555130441556e-11       1.555130441556e-11       1.555130371177e-11       1.555130440212e-11 
       2.845462536090e-07      -1.572837572541e+00      -1.179628179405e+00      -1.179628179405e+00      -1.179627643183e-01      -1.572837572541e+00      -1.185204867122e+00       6.067906125268e-01       5.985248004796e-01       1.628421401351e-11       1.628421479676e-11       1.628421479860e-11       1.628421479860e-11       1.628421399316e-11       1.628421478322e-11 
       2.911741872978e-07      -1.572837573134e+00      -1.179628179851e+00      -1.179628179851e+00      -1.179627643631e-01      -1.572837573134e+00      -1.185204867570e+00       6.067906126452e-01       5.985248005960e-01       1.705166537888e-11       1.705166619951e-11       1.705166620142e-11       1.705166620142e-11       1.705166535753e-11       1.705166618531e-11 
       2.979565053949e-07      -1.572837576175e+00      -1.179628182131e+00      -1.179628182131e+00      -1.179627643089e-01      -1.572837576175e+00      -1.185204869861e+00       6.067906121644e-01       5.985248001441e-01       1.785528553456e-11       1.785528645650e-11       1.785528645861e-11       1.785528645861e-11       1.785528551016e-11       1.785528644052e-11 
       3.048968039751e-07      -1.572837577853e+00      -1.179628183390e+00      -1.179628183390e+00      -1.179627643149e-01      -1.572837577853e+00      -1.185204871126e+00       6.067906120374e-01       5.985248000278e-01       1.869677918575e-11       1.869678017881e-11       1.869678018105e-11       1.869678018105e-11       1.869677915939e-11       1.869678016157e-11 
       3.119987628765e-07      -1.572837576310e+00      -1.179628182233e+00      -1.179628182233e+00      -1.179627644595e-01      -1.572837576310e+00      -1.185204869963e+00       6.067906127296e-01       5.985248006892e-01       1.957793132500e-11       1.957793230269e-11       1.957793230486e-11       1.957793230486e-11       1.957793129929e-11       1.957793228568e-11 
